author,text,published_at,likes,clean_text
@DMacsPlace,"This is one of their best in a while and harkens back to the days when the message was simple, the song was perfect and there wasn't a lot of gimmickry or CGI in their ads. As a man in his 40s, I'm not afraid to say that the minute he started dancing to that 90s House record, I bawled. And when he 'met' his son in his club days memories, I bawled some more. 

Great work, John Lewis & Partners!",2025-11-04 10:56:38+00:00,11,"this is one of their best in a while and harkens back to the days when the message was simple, the song was perfect and there wasn't a lot of gimmickry or cgi in their ads. as a man in his 40s, i'm not afraid to say that the minute he started dancing to that 90s house record, i bawled. and when he 'met' his son in his club days memories, i bawled some more. great work, john lewis & partners!"
@rafaelsays175,I must be devoid of emotions…,2025-11-04 10:52:59+00:00,36,i must be devoid of emotions…
@Jayne-k1b,Fantastic wholesome British advert! Welcome back John Lewis ❤,2025-11-04 10:50:35+00:00,119,fantastic wholesome british advert! welcome back john lewis
@cambteach7778,Oh yes!!! Great tune. Love the ad. Thank you JL.,2025-11-04 10:48:05+00:00,1,oh yes!!! great tune. love the ad. thank you jl.
@yukatanchiller,For a dad with two young boys who has blasted this exact tune it is one classic emotional rollercoaster that advert. John lewis kills it with their adverts everytime.,2025-11-04 10:44:53+00:00,49,for a dad with two young boys who has blasted this exact tune it is one classic emotional rollercoaster that advert. john lewis kills it with their adverts everytime.
@davidwalterhall,"If you watched Aftersun and thought it was a bit of a downer, this could be for you.",2025-11-04 10:37:52+00:00,1,"if you watched aftersun and thought it was a bit of a downer, this could be for you."
@squirrelscanfly2547,There is no Christmas soul in these adverts anymore. I've got zero Christmas vibes from this and I'm 47 year old dad who well remembers the 90s... You need to to get back to the drawing board John Lewis.,2025-11-04 10:37:39+00:00,6,there is no christmas soul in these adverts anymore. i've got zero christmas vibes from this and i'm 47 year old dad who well remembers the 90s... you need to to get back to the drawing board john lewis.
@craigjenkins1674,Bring back Edgar the dragon.,2025-11-04 10:33:53+00:00,1,bring back edgar the dragon.
@graemehuntley2363,What an advert... unreal,2025-11-04 10:33:47+00:00,1,what an advert... unreal
@chrisChris6969,"Absolutely done in  after watching that 😢😢😢

This is exactly my son & I , we do these things together and we both love Where love lives ❤",2025-11-04 10:33:08+00:00,13,"absolutely done in after watching that this is exactly my son & i , we do these things together and we both love where love lives"
@user-vh6ts9uf6c,Wow John Lewis remembered what a dad was. Refreshing.,2025-11-04 10:27:41+00:00,280,wow john lewis remembered what a dad was. refreshing.
@AndrewA-gt4fl,Hope they are paying Charlotte Wells royalties.,2025-11-04 10:23:30+00:00,5,hope they are paying charlotte wells royalties.
@flipdip8008,not like a.john lewis ad since buster on the trampoline but love this,2025-11-04 10:21:52+00:00,2,not like a.john lewis ad since buster on the trampoline but love this
@angieshepherd2922,First one that's given me the feels since The Man on the Moon. Nice work.,2025-11-04 10:21:43+00:00,1,first one that's given me the feels since the man on the moon. nice work.
@HaTer-xs8sh,Oh how they've fallen! This was rubbish! To think John Lewis used to be the best at Christmas ads!,2025-11-04 10:21:35+00:00,1,oh how they've fallen! this was rubbish! to think john lewis used to be the best at christmas ads!
@conradknightsocksknight1590,Nice but why ruin it with that awful updated version 😕,2025-11-04 10:21:22+00:00,0,nice but why ruin it with that awful updated version
@thomastaylor1575,X factor style faux emotional drivel,2025-11-04 10:14:52+00:00,1,x factor style faux emotional drivel
@wristopia4101,What's going on with that family?,2025-11-04 10:14:32+00:00,2,what's going on with that family?
@Myth_10,Great advert. I'm 52 and was into the club thing back in the day. Lost my dad last year.,2025-11-04 10:11:46+00:00,9,great advert. i'm 52 and was into the club thing back in the day. lost my dad last year.
@stephenwoodrow1334,Sorry partners....looks like another year without a bonus!,2025-11-04 10:10:34+00:00,2,sorry partners....looks like another year without a bonus!
@Sergclubclass,"You’ve absolutely nailed this , Alison Limerick is a hero to that generation and this gets you in all the feels ❤❤ 

Ps - the music supervisor and advertising company need a pay rise 👏👏👏",2025-11-04 10:09:08+00:00,1,"you’ve absolutely nailed this , alison limerick is a hero to that generation and this gets you in all the feels ps - the music supervisor and advertising company need a pay rise"
@TelepartyPlays,Great advert. Finally fathers get some love from John Lewis. Sons and fathers bonding is needed more than ever in the current climate.,2025-11-04 10:08:56+00:00,713,great advert. finally fathers get some love from john lewis. sons and fathers bonding is needed more than ever in the current climate.
@Lin.J333,"Missing something ,couldn't really work out what it was about to be honest",2025-11-04 10:08:10+00:00,5,"missing something ,couldn't really work out what it was about to be honest"
@pandmscarrott4212,Superb! JL do it again!🎄 Goosebumps plus brought a tear to my eye. A proper ad with emotion and a real message ❤,2025-11-04 10:05:21+00:00,8,superb! jl do it again! goosebumps plus brought a tear to my eye. a proper ad with emotion and a real message
@lewissaunders7328,John Lewis are definitely back on form 👌,2025-11-04 09:59:58+00:00,1,john lewis are definitely back on form
@tazmo2237,Not very Christmassy is it? 🫤,2025-11-04 09:51:59+00:00,4,not very christmassy is it? 🫤
@peterpersonalstylist,@HMV are going to do BRILLIANT out of this advert 💯,2025-11-04 09:50:43+00:00,1,are going to do brilliant out of this advert
@absolutebensmith,I get what they were trying to do - but it just doesn't land for me.,2025-11-04 09:46:59+00:00,5,i get what they were trying to do - but it just doesn't land for me.
@andrewshilcock2958,"For me personally this is the best advert ever, subjective maybe but it got me🕺😢❤️",2025-11-04 09:46:30+00:00,4,"for me personally this is the best advert ever, subjective maybe but it got me"
@ohlawddddd,"""There are no white people in adverts anymore"" 🤡",2025-11-04 09:44:32+00:00,1,"""there are no white people in adverts anymore"" 🤡"
@seanjones180,Thinking of gb news viewers at this very difficult time,2025-11-04 09:43:27+00:00,1,thinking of gb news viewers at this very difficult time
@BrysHogan,It's terrible,2025-11-04 09:42:36+00:00,1,it's terrible
@gooner10a15,Why did they have to go and spoil a banging tune 🙄,2025-11-04 09:42:01+00:00,1,why did they have to go and spoil a banging tune
@marianlonge3060,"AHHHH BEAUTIFUL AND THOUGHTFUL, A TRUE JOHN LEWIS ADVERT ❤❤❤❤",2025-11-04 09:40:07+00:00,2,"ahhhh beautiful and thoughtful, a true john lewis advert"
@QuadTheGambler,Getting worse every year,2025-11-04 09:39:26+00:00,6,getting worse every year
@ThomasTaylor-u2b,So he wants Singing lessons for Christmas. Do they sell that at John Lewis?,2025-11-04 09:39:03+00:00,0,so he wants singing lessons for christmas. do they sell that at john lewis?
@GARETHFOWLER-c1f,"if people only new how hard this to watch when your sons mother took him from you some 20 years ago,",2025-11-04 09:37:17+00:00,9,"if people only new how hard this to watch when your sons mother took him from you some 20 years ago,"
@iSuRRendeReDuK,They forgot to add Christmas again.,2025-11-04 09:37:15+00:00,12,they forgot to add christmas again.
@iestyndavies7287,Yet another dud from John Lewis. When did Christmas stop being about fun?,2025-11-04 09:36:26+00:00,1,yet another dud from john lewis. when did christmas stop being about fun?
@elrondriel,Not surprised John Lewis turned comments off this is a really odd advert not christmasey at all,2025-11-04 09:36:10+00:00,12,not surprised john lewis turned comments off this is a really odd advert not christmasey at all
@rosettasilvermist,First time in years the John Lewis ad has been bad!!,2025-11-04 09:35:29+00:00,5,first time in years the john lewis ad has been bad!!
@tenparkdrive,It’s a start ❤,2025-11-04 09:33:47+00:00,0,it’s a start
@campingwithstyle,Well played! Their primary target audience is the GenXers and our millennial kids who grew up with the music we were listening to. This hit me right in the feels and the message I got was that one well-thought-out gift can have a profound impact.,2025-11-04 09:33:38+00:00,3,well played! their primary target audience is the genxers and our millennial kids who grew up with the music we were listening to. this hit me right in the feels and the message i got was that one well-thought-out gift can have a profound impact.
@Jimboreeee,Thanks a lot John Lewis I'm crying now,2025-11-04 09:32:01+00:00,19,thanks a lot john lewis i'm crying now
@colettestj,"I usually hate all Christmas ads, but this was like it was made especially for me. I was a raver/club goer in the 90's & this song was often played at the end of a great night. I also have a son I'd like to be closer with - it really got me.",2025-11-04 09:31:43+00:00,117,"i usually hate all christmas ads, but this was like it was made especially for me. i was a raver/club goer in the 90's & this song was often played at the end of a great night. i also have a son i'd like to be closer with - it really got me."
@mavetyan,"The problem with that dad that his poor son was in the same blue sweater from when he was baby, lol. Buy the poor guy some more clothes.",2025-11-04 09:31:37+00:00,35,"the problem with that dad that his poor son was in the same blue sweater from when he was baby, lol. buy the poor guy some more clothes."
@44stephenvaughan,Nice to see brands dump social justice and return to just a well made Ad.,2025-11-04 09:31:16+00:00,17,nice to see brands dump social justice and return to just a well made ad.
@kennymcclymont2066,Awful. Don’t see this going down well.,2025-11-04 09:30:36+00:00,1,awful. don’t see this going down well.
@zachholmes9258,"Can’t wait for @samtealeproductions Christmas ad this year, proper Christmas ad like the old ones",2025-11-04 09:27:15+00:00,0,"can’t wait for christmas ad this year, proper christmas ad like the old ones"
@mrk2K10,"Christmas ads are not supposed to make you cry, are they?",2025-11-04 09:24:43+00:00,8,"christmas ads are not supposed to make you cry, are they?"
@lorrainemckeown301,It's up there with one of the worst Christmas ads I've seen. Such a let down from JL.,2025-11-04 09:21:58+00:00,9,it's up there with one of the worst christmas ads i've seen. such a let down from jl.
@lbukem4259,"I hate the sentimentality of Christmas adverts. Please don't ruin a song I associate with amazing nights out, with tear jerker Christmas mush.",2025-11-04 09:18:16+00:00,0,"i hate the sentimentality of christmas adverts. please don't ruin a song i associate with amazing nights out, with tear jerker christmas mush."
@clairduffy60,Xmas no.1?,2025-11-04 09:16:24+00:00,3,xmas no.1?
@sirands,"For my 50th birthday this year my  son made me a playlist of 50 songs, for every year of my life… the power of music to span generations and bring a father and son together ❤",2025-11-04 09:15:13+00:00,383,"for my 50th birthday this year my son made me a playlist of 50 songs, for every year of my life… the power of music to span generations and bring a father and son together"
@HelenSwims,I remember that song 🎵.,2025-11-04 09:13:20+00:00,4,i remember that song .
@rt3455rr2,Pacing is all over the shop. Just as it started to get emotional it ended.,2025-11-04 09:12:41+00:00,3,pacing is all over the shop. just as it started to get emotional it ended.
@TeCoEd,"Remember Dads, love for your son is for life, not just for Christmas. ❤",2025-11-04 09:11:56+00:00,72,"remember dads, love for your son is for life, not just for christmas."
@evealex72,Great video ruined by the abomination of that ‘where love lives’ recreation 🤢,2025-11-04 09:10:38+00:00,4,great video ruined by the abomination of that ‘where love lives’ recreation 🤢
@MrMarkiddon,Ooof as a Dad with a 14 year old son. This got me right in the feels.,2025-11-04 09:07:27+00:00,228,ooof as a dad with a 14 year old son. this got me right in the feels.
@Graphicxtras,"Wonderful ad as ever, and a superb song as well",2025-11-04 09:07:06+00:00,8,"wonderful ad as ever, and a superb song as well"
@AdamJamesMagic,Nailed it!,2025-11-04 09:06:28+00:00,4,nailed it!
@OriginalSkaMan,Yeah not really christmassy,2025-11-04 09:05:40+00:00,7,yeah not really christmassy
@philcoverdale6216,Bring back edger the dragon,2025-11-04 09:03:53+00:00,21,bring back edger the dragon
@EnigmaState,Something tells me AI is all over this video.,2025-11-04 08:59:20+00:00,5,something tells me ai is all over this video.
@andybigbs9466,Oh happy Christmas 🙄,2025-11-04 08:57:42+00:00,5,oh happy christmas
@Dreadwyn,"It’s awful. What a complete load of nonsense. Take the Christmas tree out and it’s like a particularly bad episode of Black Mirror. 
Christmas is officially dead. John Lewis just confirmed it.",2025-11-04 08:46:44+00:00,11,it’s awful. what a complete load of nonsense. take the christmas tree out and it’s like a particularly bad episode of black mirror. christmas is officially dead. john lewis just confirmed it.
@katee87938,Worst advert they’ve done yet,2025-11-04 08:44:57+00:00,11,worst advert they’ve done yet
@paulc180,quite depressing in my opinion.,2025-11-04 08:35:44+00:00,13,quite depressing in my opinion.
@petebee123,"Crying as much as I do at certain episodes of Bluey (Baby Race, Sleepytime - you know the ones 🥹)

Fair play, JL 👏🏼",2025-11-04 08:27:39+00:00,8,"crying as much as i do at certain episodes of bluey (baby race, sleepytime - you know the ones 🥹) fair play, jl"
@rosscollins8090,Didn't give me the Christmas feels. Definitely preferred some of the previous ads!,2025-11-04 08:26:34+00:00,63,didn't give me the christmas feels. definitely preferred some of the previous ads!
@amandaoconnor5357,Best one they’ve ever done!,2025-11-04 08:20:28+00:00,9,best one they’ve ever done!
@shilpamistry-patel6735,Perfect ❤,2025-11-04 08:19:25+00:00,2,perfect
@saratemp790,Real families don't usually get that sentimental. Edit - but well-directed anyway. Very chic.,2025-11-04 08:16:42+00:00,9,real families don't usually get that sentimental. edit - but well-directed anyway. very chic.
@mudstuff,"If you can't find the words, find the gift.

Not bad!",2025-11-04 08:12:40+00:00,4,"if you can't find the words, find the gift. not bad!"
@wiseget-g2x,The leftist Guardian reader doesn’t like Christmas!,2025-11-04 08:09:47+00:00,14,the leftist guardian reader doesn’t like christmas!
@antoinette6126,Love,2025-11-04 08:09:20+00:00,2,love
@wriggs74,What a pile of horse manure. Being stationed in Afghanistan felt more like Christmas than this advert.,2025-11-04 08:03:46+00:00,12,what a pile of horse manure. being stationed in afghanistan felt more like christmas than this advert.
@ea1615,"Yeah, not quite Christmassy, but i like the story. Even though i connect that particular club era of ectasy tabs and whistles.",2025-11-04 07:42:41+00:00,14,"yeah, not quite christmassy, but i like the story. even though i connect that particular club era of ectasy tabs and whistles."
@221BSam,"Very topical, well executed.",2025-11-04 07:36:36+00:00,3,"very topical, well executed."
